hotel,lead_time,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,total_nights,total_guests,arrival_date_num,stay_type,is_canceled
City Hotel,140,November,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,29.0,0.0,87,Transient-Party,75.0,0,0,3,2.0,11,Short Stay,1
Resort Hotel,289,November,1,2,2,0.0,0,FB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,134.0,0.0,0,Transient-Party,69.0,0,0,3,2.0,11,Short Stay,1
City Hotel,1,February,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0.0,435.0,0,Transient,80.0,0,0,2,1.0,2,Short Stay,1
City Hotel,0,February,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,2,21,A,1,No Deposit,0.0,40.0,0,Transient,65.0,0,1,2,1.0,2,Short Stay,0
City Hotel,15,February,0,3,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,83.0,0.0,0,Transient,74.13,0,0,3,1.0,2,Short Stay,0
City Hotel,408,May,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,229.0,0.0,0,Transient,90.0,0,0,1,2.0,5,Short Stay,1
City Hotel,218,June,0,2,2,0.0,0,SC,ARG,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,0,Transient,79.35,0,1,2,2.0,6,Short Stay,0
City Hotel,14,September,0,3,1,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Contract,114.0,0,1,3,1.0,9,Short Stay,0
Resort Hotel,65,October,1,1,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,99.0,0,1,2,2.0,10,Short Stay,1
Resort Hotel,197,August,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,2,No Deposit,240.0,0.0,0,Transient,188.0,1,1,5,2.0,8,Medium Stay,0
City Hotel,462,July,2,1,2,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,0,No Deposit,229.0,0.0,0,Transient-Party,112.67,0,1,3,2.0,7,Short Stay,0
City Hotel,163,October,0,3,1,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,83.0,0.0,0,Transient,100.8,0,0,3,1.0,10,Short Stay,0
Resort Hotel,185,July,3,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,0,Transient,195.5,0,2,8,2.0,7,Long Stay,0
City Hotel,131,June,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,1,No Deposit,9.0,0.0,0,Transient,105.74,0,1,5,2.0,6,Medium Stay,0
City Hotel,36,January,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,0.0,0,Transient,60.0,0,0,3,2.0,1,Short Stay,0
City Hotel,0,July,0,1,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient,0.0,0,0,1,2.0,7,Short Stay,1
City Hotel,6,October,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,1,0,A,1,No Deposit,10.0,0.0,0,Transient,114.0,0,0,4,2.0,10,Medium Stay,1
Resort Hotel,7,February,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,39.0,0,2,1,1.0,2,Short Stay,0
City Hotel,125,August,4,10,0,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,4,No Deposit,0.0,0.0,0,Transient-Party,0.0,0,1,14,0.0,8,Long Stay,0
City Hotel,221,July,2,2,2,2.0,0,BB,DNK,Online TA,TA/TO,0,0,0,F,0,No Deposit,9.0,0.0,0,Contract,187.0,0,0,4,4.0,7,Medium Stay,0
Resort Hotel,104,May,1,0,2,0.0,0,BB,NOR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,251.0,0.0,0,Transient-Party,62.0,0,0,1,2.0,5,Short Stay,0
City Hotel,13,May,0,1,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,478.0,0,Transient-Party,150.0,0,1,1,2.0,5,Short Stay,0
City Hotel,4,January,0,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,22.0,0.0,0,Transient,80.0,0,1,2,2.0,1,Short Stay,0
City Hotel,127,July,1,4,3,1.0,0,BB,NOR,Online TA,TA/TO,0,0,0,G,0,No Deposit,8.0,0.0,0,Transient,282.5,0,1,5,4.0,7,Medium Stay,0
City Hotel,46,October,0,2,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,8.0,0.0,0,Transient,119.5,0,2,2,2.0,10,Short Stay,0
City Hotel,91,May,0,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,28.0,0.0,0,Transient,75.0,0,0,4,2.0,5,Medium Stay,0
City Hotel,91,April,0,3,2,0.0,0,SC,ARG,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,105.0,0,0,3,2.0,4,Short Stay,1
City Hotel,0,August,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient,106.0,0,0,1,2.0,8,Short Stay,0
City Hotel,0,September,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,0,2,2.0,9,Short Stay,0
City Hotel,140,December,0,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,3.0,0.0,0,Transient,70.0,0,0,5,2.0,12,Medium Stay,1
City Hotel,155,June,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,138.0,0,1,3,2.0,6,Short Stay,0
City Hotel,105,May,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,0.0,0.0,0,Transient,160.0,0,0,2,1.0,5,Short Stay,1
Resort Hotel,123,July,0,3,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,170.0,0,0,3,2.0,7,Short Stay,1
City Hotel,4,September,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,170.0,0,2,2,2.0,9,Short Stay,0
City Hotel,391,August,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,2,2.0,8,Short Stay,1
City Hotel,102,October,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient-Party,109.0,0,0,2,2.0,10,Short Stay,0
City Hotel,71,June,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,236.0,0.0,0,Transient,120.0,0,0,3,1.0,6,Short Stay,1
City Hotel,92,April,1,3,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,D,0,No Deposit,14.0,0.0,0,Transient,128.63,0,0,4,2.0,4,Medium Stay,0
City Hotel,189,June,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0.0,0.0,0,Transient,100.0,0,0,2,2.0,6,Short Stay,1
City Hotel,33,July,2,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,161.1,0,2,5,3.0,7,Medium Stay,1
City Hotel,278,June,0,4,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,1,No Deposit,9.0,0.0,0,Transient,110.0,0,2,4,2.0,6,Medium Stay,0
Resort Hotel,24,December,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,48.0,0,2,4,2.0,12,Medium Stay,0
City Hotel,1,September,0,1,1,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,159.0,0,1,1,1.0,9,Short Stay,0
City Hotel,186,May,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,19.0,0.0,0,Transient,130.0,0,0,2,2.0,5,Short Stay,1
City Hotel,42,February,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,90.1,0,1,4,2.0,2,Medium Stay,0
City Hotel,315,July,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,2,No Deposit,9.0,0.0,0,Transient,103.5,0,1,6,2.0,7,Medium Stay,1
City Hotel,1,January,2,0,1,0.0,0,BB,PRT,Direct,TA/TO,1,0,1,A,2,No Deposit,0.0,0.0,0,Transient,80.0,0,0,2,1.0,1,Short Stay,0
City Hotel,201,May,0,3,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,0,3,2.0,5,Short Stay,1
City Hotel,155,July,0,3,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,107.1,0,0,3,2.0,7,Short Stay,1
Resort Hotel,2,September,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,C,0,No Deposit,250.0,0.0,0,Transient,124.0,1,0,5,2.0,9,Medium Stay,0
Resort Hotel,0,February,1,2,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,43.0,0,1,3,1.0,2,Short Stay,0
Resort Hotel,186,January,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,1,No Deposit,314.0,0.0,0,Transient,51.6,0,0,7,2.0,1,Medium Stay,0
City Hotel,99,October,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,3.0,0.0,0,Transient,65.0,0,0,4,2.0,10,Medium Stay,1
City Hotel,93,April,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,170.0,0.0,0,Transient,95.0,0,0,3,2.0,4,Short Stay,1
City Hotel,15,February,0,2,1,0.0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,85.0,0,0,2,1.0,2,Short Stay,1
Resort Hotel,259,September,0,3,2,0.0,0,BB,GBR,Groups,Corporate,0,1,0,A,0,Non Refund,0.0,223.0,0,Transient,40.05,0,0,3,2.0,9,Short Stay,1
Resort Hotel,26,May,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,0,No Deposit,146.0,0.0,0,Group,45.0,0,0,1,1.0,5,Short Stay,0
City Hotel,6,January,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,14.0,0.0,0,Transient,87.0,0,0,1,2.0,1,Short Stay,0
Resort Hotel,1,March,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0.0,113.0,0,Transient,30.0,0,0,1,1.0,3,Short Stay,1
City Hotel,19,December,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,10.0,0.0,0,Transient,69.0,0,2,3,2.0,12,Short Stay,0
City Hotel,475,October,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,1.0,0.0,0,Transient,62.0,0,0,2,2.0,10,Short Stay,1
City Hotel,178,July,1,2,2,0.0,0,SC,MAC,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,88.5,0,0,3,2.0,7,Short Stay,1
City Hotel,284,April,0,3,1,1.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,126.0,0,0,3,2.0,4,Short Stay,1
City Hotel,37,August,0,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,0,No Deposit,9.0,0.0,0,Transient,250.0,0,0,1,4.0,8,Short Stay,1
Resort Hotel,8,August,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient,178.33,0,2,3,2.0,8,Short Stay,1
City Hotel,286,July,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,0,No Deposit,1.0,0.0,0,Transient-Party,62.8,0,0,2,2.0,7,Short Stay,1
Resort Hotel,40,May,0,2,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,0,Non Refund,0.0,0.0,0,Transient,55.0,0,0,2,1.0,5,Short Stay,1
Resort Hotel,389,October,0,0,1,0.0,0,BB,PRT,Groups,Corporate,0,0,0,A,4,No Deposit,0.0,0.0,0,Transient-Party,0.0,0,0,0,1.0,10,Short Stay,0
Resort Hotel,28,June,0,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,0,No Deposit,250.0,0.0,0,Transient,154.0,0,0,5,2.0,6,Medium Stay,0
City Hotel,9,February,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,1,D,1,No Deposit,0.0,174.0,0,Transient,95.0,0,0,1,1.0,2,Short Stay,0
City Hotel,189,May,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,3.0,0.0,0,Transient-Party,100.0,0,0,3,2.0,5,Short Stay,1
City Hotel,49,February,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,90.1,0,0,5,2.0,2,Medium Stay,0
City Hotel,272,July,2,5,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,139.5,0,1,7,3.0,7,Medium Stay,1
City Hotel,135,October,0,2,2,2.0,0,BB,FRA,Direct,Direct,0,0,0,E,0,No Deposit,0.0,0.0,0,Transient,138.3,0,2,2,4.0,10,Short Stay,0
City Hotel,8,March,0,2,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,1,No Deposit,9.0,0.0,0,Transient,54.5,0,1,2,1.0,3,Short Stay,0
Resort Hotel,1,February,0,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,6.0,0.0,0,Transient,34.0,0,0,2,2.0,2,Short Stay,0
City Hotel,65,March,2,2,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,63.75,0,0,4,2.0,3,Medium Stay,0
Resort Hotel,19,October,3,5,2,2.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,C,1,No Deposit,147.0,0.0,0,Transient,74.28,0,0,8,4.0,10,Long Stay,0
City Hotel,277,November,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,Non Refund,0.0,0.0,0,Transient,100.0,0,0,3,2.0,11,Short Stay,1
Resort Hotel,76,August,2,9,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,142.0,0.0,0,Transient,124.58,0,0,11,2.0,8,Long Stay,0
City Hotel,444,December,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,34.0,0.0,39,Transient,75.0,0,0,3,1.0,12,Short Stay,1
City Hotel,25,May,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,229.0,0.0,0,Transient-Party,90.0,0,0,1,2.0,5,Short Stay,1
City Hotel,148,December,1,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,21.0,0.0,79,Transient,67.0,0,0,5,2.0,12,Medium Stay,1
City Hotel,35,November,1,3,1,0.0,0,BB,MNE,Groups,TA/TO,0,0,0,A,1,No Deposit,0.0,0.0,0,Transient-Party,65.0,0,0,4,1.0,11,Medium Stay,0
City Hotel,103,May,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,154.0,0.0,0,Transient-Party,80.0,0,0,3,2.0,5,Short Stay,0
City Hotel,13,September,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Contract,152.0,0,2,1,2.0,9,Short Stay,0
City Hotel,172,August,4,10,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,113.32,0,0,14,2.0,8,Long Stay,1
Resort Hotel,131,December,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,314.0,0.0,0,Transient-Party,55.0,0,0,7,2.0,12,Medium Stay,1
Resort Hotel,1,July,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient,145.0,1,0,1,2.0,7,Short Stay,0
Resort Hotel,3,June,1,5,2,0.0,0,BB,LUX,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,133.33,0,1,6,2.0,6,Medium Stay,0
Resort Hotel,243,September,2,2,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,A,1,No Deposit,240.0,0.0,0,Transient,110.0,0,2,4,2.0,9,Medium Stay,0
City Hotel,4,March,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,162.67,0,1,3,2.0,3,Short Stay,0
City Hotel,115,July,1,4,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,0,No Deposit,14.0,0.0,0,Transient,97.75,0,0,5,2.0,7,Medium Stay,0
Resort Hotel,214,October,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,No Deposit,208.0,0.0,0,Transient,34.0,0,0,2,2.0,10,Short Stay,1
City Hotel,226,July,0,2,2,0.0,0,BB,USA,Groups,TA/TO,0,0,0,A,0,No Deposit,1.0,0.0,96,Transient-Party,76.5,0,1,2,2.0,7,Short Stay,0
City Hotel,60,April,2,3,2,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,107.78,0,1,5,2.0,4,Medium Stay,0
City Hotel,69,September,0,2,2,0.0,0,HB,ITA,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,3.0,0.0,65,Transient-Party,106.0,0,0,2,2.0,9,Short Stay,0
Resort Hotel,269,August,2,5,3,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,15.0,0.0,0,Transient,147.0,0,0,7,3.0,8,Medium Stay,1
Resort Hotel,23,November,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,63.0,0,3,3,2.0,11,Short Stay,0
City Hotel,56,September,2,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,44.0,0.0,0,Transient-Party,185.0,0,0,4,2.0,9,Medium Stay,0
City Hotel,0,October,1,0,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,0,No Deposit,0.0,0.0,0,Transient,160.0,0,0,1,3.0,10,Short Stay,0
City Hotel,64,May,0,2,2,0.0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,1,No Deposit,0.0,218.0,0,Transient-Party,140.0,0,0,2,2.0,5,Short Stay,1
City Hotel,147,June,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,83.0,0.0,0,Transient,117.12,0,0,3,2.0,6,Short Stay,1
City Hotel,5,June,1,0,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,137.0,0,3,1,3.0,6,Short Stay,0
City Hotel,162,October,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,34.0,0.0,0,Transient,115.0,0,0,4,1.0,10,Medium Stay,1
City Hotel,14,May,2,2,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,7.0,0.0,0,Transient,150.48,0,2,4,2.0,5,Medium Stay,0
City Hotel,6,October,1,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,0,No Deposit,86.0,0.0,0,Transient,152.0,0,0,2,1.0,10,Short Stay,0
City Hotel,13,September,1,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Contract,102.33,0,2,3,2.0,9,Short Stay,0
City Hotel,181,June,0,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,193.5,0,0,2,3.0,6,Short Stay,1
City Hotel,95,November,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Contract,72.25,0,1,2,2.0,11,Short Stay,1
City Hotel,31,May,0,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,0,No Deposit,7.0,0.0,0,Transient,89.4,0,2,1,2.0,5,Short Stay,0
Resort Hotel,79,June,2,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,1,No Deposit,314.0,0.0,0,Transient,96.0,0,0,3,2.0,6,Short Stay,0
City Hotel,26,August,2,2,2,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient-Party,169.0,0,2,4,3.0,8,Medium Stay,0
City Hotel,5,November,0,1,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,161.0,0,2,1,3.0,11,Short Stay,0
Resort Hotel,0,April,0,2,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,C,0,No Deposit,0.0,0.0,0,Transient,121.0,0,0,2,4.0,4,Short Stay,0
Resort Hotel,49,March,2,2,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,0,No Deposit,0.0,0.0,0,Transient-Party,66.0,0,0,4,1.0,3,Medium Stay,1
City Hotel,177,May,2,0,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,0,Non Refund,3.0,0.0,0,Transient,121.0,0,0,2,2.0,5,Short Stay,1
Resort Hotel,82,July,0,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,241.0,0.0,0,Transient,184.0,0,1,3,3.0,7,Short Stay,1
City Hotel,147,July,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,0,No Deposit,1.0,0.0,0,Transient,75.0,0,0,2,2.0,7,Short Stay,1
City Hotel,195,August,2,5,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient-Party,112.2,0,2,7,2.0,8,Medium Stay,0
Resort Hotel,20,July,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240.0,0.0,0,Transient,194.0,0,0,3,2.0,7,Short Stay,0
City Hotel,55,March,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,79.2,0,1,3,2.0,3,Short Stay,1
City Hotel,177,December,2,5,3,1.0,0,BB,PRT,Direct,Direct,0,0,0,G,0,No Deposit,0.0,0.0,0,Transient,197.5,0,1,7,4.0,12,Medium Stay,0
City Hotel,171,August,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,99.45,0,0,4,2.0,8,Medium Stay,1
Resort Hotel,33,April,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,75.0,0,1,3,2.0,4,Short Stay,0
City Hotel,18,August,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,9.0,0.0,0,Transient,151.0,0,2,4,2.0,8,Medium Stay,1
Resort Hotel,158,September,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,1,No Deposit,251.0,0.0,0,Transient,68.5,0,0,1,2.0,9,Short Stay,0
City Hotel,71,June,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,236.0,0.0,0,Transient,120.0,0,0,3,1.0,6,Short Stay,1
City Hotel,245,June,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,Non Refund,12.0,0.0,0,Transient,75.0,0,0,2,2.0,6,Short Stay,1
City Hotel,12,May,2,5,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,175.71,0,0,7,1.0,5,Medium Stay,1
City Hotel,4,July,1,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,152.0,0.0,0,Transient,74.91,0,0,2,2.0,7,Short Stay,0
City Hotel,2,July,2,0,1,0.0,0,BB,PRT,Corporate,Corporate,1,3,39,A,2,No Deposit,0.0,40.0,0,Transient-Party,65.0,0,0,2,1.0,7,Short Stay,0
Resort Hotel,51,March,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,66.0,0.0,0,Transient-Party,26.0,0,0,1,1.0,3,Short Stay,0
Resort Hotel,65,April,1,0,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,E,0,No Deposit,240.0,0.0,0,Transient,90.0,0,1,1,2.0,4,Short Stay,1
City Hotel,58,August,0,2,1,0.0,0,BB,CN,Direct,Direct,0,0,0,A,2,No Deposit,0.0,0.0,0,Transient,115.0,0,0,2,1.0,8,Short Stay,0
City Hotel,1,March,0,1,1,0.0,0,SC,ZAF,Direct,Direct,0,0,0,A,0,No Deposit,0.0,0.0,0,Transient,80.0,0,0,1,1.0,3,Short Stay,0
Resort Hotel,3,May,4,10,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0.0,110.0,0,Transient,85.0,0,0,14,2.0,5,Long Stay,1
Resort Hotel,29,February,1,3,1,0.0,0,BB,GBR,Direct,Direct,0,0,0,D,0,No Deposit,250.0,0.0,0,Transient,49.5,0,0,4,1.0,2,Medium Stay,1
City Hotel,25,July,1,1,3,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,0,No Deposit,1.0,0.0,0,Transient-Party,84.0,0,0,2,3.0,7,Short Stay,1
City Hotel,0,August,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,D,1,No Deposit,9.0,0.0,0,Contract,129.0,0,0,1,2.0,8,Short Stay,0
Resort Hotel,0,May,0,1,2,0.0,0,BB,PRT,Direct,Direct,1,0,2,A,0,No Deposit,0.0,0.0,0,Transient,80.0,0,0,1,2.0,5,Short Stay,0
City Hotel,28,May,0,2,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,0.0,174.0,0,Transient-Party,100.0,0,0,2,2.0,5,Short Stay,0
City Hotel,49,September,1,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,9.0,0.0,0,Transient,192.6,0,1,4,2.0,9,Medium Stay,1
Resort Hotel,0,August,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240.0,0.0,0,Transient,210.0,0,1,2,2.0,8,Short Stay,0
